ID do cliente;CPF do cliente;Nome do cliente;Telefone com DDD;Logradouro;UF;Município;ID do produto;Nome do produto;Preço unitário;Quantidade comprada;Valor total pago;Taxa de entrega;Nome do entregador;Data da compra;Data da entrega
2264;650.392.814-98;Gael da Rosa;+55 (011) 9705 5501;Estrada de Costela, 44;MG;Juiz de Fora;4;Mouse;80;10;829.97;29.97;Srta. Olivia Silveira;2025-09-06;2025-10-15
2265;463.095.281-06;Diogo Gonçalves;+55 71 0158 5263;Chácara Aparecida, 68;MG;Belo Horizonte;10;Webcam;300;1;323.67;23.67;Olívia Moraes;2025-10-09;2025-10-16
2266;205.691.873-03;Valentim Leão;61 8272 6340;Setor de Borges;RJ;Niterói;5;Teclado;150;2;319.7;19.7;Pedro Lucas Silva;2025-09-24;2025-10-04
2267;812.307.564-26;Júlia Moura;+55 (041) 8827-6343;Jardim de Lopes, 85;SP;Santos;4;Mouse;80;1;105.65;25.65;Srta. Yasmin Sales;2025-10-16;2025-10-23
2268;835.291.746-37;Brenda das Neves;(041) 2747-9319;Praia Barbosa, 43;MG;Belo Horizonte;3;Fone de Ouvido;250;8;2035.83;35.83;Melina Moraes;2025-09-05;2025-09-13
2269;158.297.304-05;Alícia da Mata;+55 51 4588 6136;Distrito da Cruz, 19;CE;Juazeiro do Norte;5;Teclado;150;4;611.13;11.13;Isabelly Cardoso;2025-10-21;2025-10-26
2270;594.872.031-41;Bernardo Abreu;0300-979-8857;Aeroporto de Azevedo, 766;RJ;Petrópolis;10;Webcam;300;10;3007.81;7.81;Melina Oliveira;2025-09-11;2025-10-11
2271;273.850.694-10;Dra. Raquel Sousa;61 9207-9833;Aeroporto Caldeira, 36;SP;São Paulo;10;Webcam;300;3;935.55;35.55;André Montenegro;2025-10-12;2025-10-13
2272;526.839.714-19;Evelyn Siqueira;+55 (051) 2505-4678;Viaduto de da Paz, 680;MG;Uberlândia;8;HD Externo;400;2;835.33;35.33;Luísa da Luz;2025-09-27;2025-10-03
2273;028.176.394-13;João Miguel Correia;21 8013-7249;Sítio de da Rocha, 7;RJ;Fortaleza;9;Pen Drive;60;7;454.39;34.39;Mariah Dias;2025-09-28;2025-10-17
2274;537.201.498-97;Bryan Dias;0500 805 6022;Residencial Brayan da Conceição, 41;RJ;Petrópolis;6;Monitor;900;8;7214.95;14.95;Srta. Nicole Nascimento;2025-10-20;2025-10-20
2275;684.073.295-92;Maria Cecília Duarte;21 0793 2008;Conjunto de da Rosa, 29;SP;Campinas;8;HD Externo;400;2;815.97;15.97;Asafe Pires;2025-09-21;2025-09-25
2276;859.730.246-10;Jade Abreu;41 4151 1822;Condomínio Pietro Rios, 69;RJ;Niterói;7;Impressora;700;6;4208.67;8.67;Breno Alves;2025-09-06;2025-09-16
2277;213.468.970-69;Francisco Monteiro;+55 31 5022-1491;Avenida Sales, 6;CE;Juazeiro do Norte;10;Webcam;300;4;1248.3;48.3;Diego Borges;2025-08-30;2025-10-08
2278;842.659.013-60;Luna Campos;0900-419-9798;Residencial Jesus, 20;SP;São Paulo;9;Pen Drive;60;4;272.53;32.53;Bella Caldeira;2025-09-19;2025-10-25
2279;316.590.428-60;Alexandre da Rosa;84 8206-4562;Alameda de Pires, 9;RJ;Petrópolis;2;Smartphone;1800;6;10838.22;38.22;Felipe Santos;2025-09-28;2025-10-13
2280;523.471.890-50;Levi Garcia;(084) 6791 6712;Lagoa de da Mata, 2;MG;Belo Horizonte;2;Smartphone;1800;2;3609.2;9.2;Antônio Ferreira;2025-10-26;2025-10-29
2281;538.961.274-46;Raul Rios;+55 (081) 0686-8878;Condomínio Luiz Otávio Araújo, 92;SP;Campinas;8;HD Externo;400;5;2042.23;42.23;Sra. Laura Aparecida;2025-09-14;2025-09-21
2282;168.742.530-26;Liam Vieira;(021) 2258-4819;Pátio Albuquerque, 95;CE;Juazeiro do Norte;5;Teclado;150;9;1380.31;30.31;Pedro Lucas Novaes;2025-09-02;2025-10-27
2283;056.243.918-89;Camila Cavalcante;71 9815 3345;Setor da Rosa, 30;RJ;Fortaleza;1;Notebook;3500;2;7035.05;35.05;Mirella Montenegro;2025-09-29;2025-10-05
2284;102.684.735-44;Luiz Miguel Guerra;+55 71 5980-3440;Morro de Lopes, 69;SP;São Paulo;9;Pen Drive;60;4;263.44;23.44;Ravy Souza;2025-09-14;2025-09-26
2285;950.268.147-94;Maria Fernanda da Mota;(051) 5491 2831;Praia Sampaio, 549;CE;Juazeiro do Norte;8;HD Externo;400;7;2828.36;28.36;Davi Lucca Cirino;2025-10-18;2025-10-21
2286;957.621.384-37;Srta. Agatha da Mota;0800-550-9478;Parque de Santos, 71;RJ;Niterói;3;Fone de Ouvido;250;8;2011.58;11.58;Yago Novaes;2025-10-18;2025-10-26
2287;105.749.283-32;Dante Montenegro;0900 462 3116;Núcleo Heloisa Câmara, 13;RJ;Petrópolis;4;Mouse;80;4;357.41;37.41;Juan Rocha;2025-10-16;2025-10-19
2288;901.236.874-03;Dr. João Pedro Borges;+55 71 6735-9283;Vale de Gomes, 85;RJ;Petrópolis;7;Impressora;700;2;1432.36;32.36;Julia Sampaio;2025-09-04;2025-09-27
2289;659.832.714-82;Miguel Cunha;+55 51 6558 6171;Praça Oliveira;SP;São Paulo;6;Monitor;900;5;4548.61;48.61;Natália Oliveira;2025-09-22;2025-10-01
2290;246.179.805-20;Emanuella Montenegro;(051) 1562 8379;Praia Manuela Pires, 81;MG;Uberlândia;9;Pen Drive;60;9;569.04;29.04;Srta. Heloisa Sampaio;2025-09-13;2025-10-20
2291;019.346.587-66;Sr. João Miguel Souza;(071) 0358 1654;Setor de Pires, 7;MG;Uberlândia;5;Teclado;150;1;188.39;38.39;Thomas das Neves;2025-09-21;2025-10-14
2292;760.452.318-80;Amanda Costela;41 3242 8662;Colônia João Miguel Borges, 73;SP;São Paulo;9;Pen Drive;60;5;314.28;14.28;Maitê Lopes;2025-09-23;2025-10-02
2293;906.583.142-89;Gael Jesus;31 7614 7665;Recanto de Pires, 7;SP;Campinas;5;Teclado;150;10;1549.41;49.41;Arthur Castro;2025-09-08;2025-09-14
2294;234.679.581-09;João Felipe Sales;+55 71 9176-4826;Rua Diogo Alves;CE;Juazeiro do Norte;1;Notebook;3500;9;31547.81;47.81;Manuela Ramos;2025-09-27;2025-10-26
2295;839.450.762-00;Isabella Souza;+55 61 5667 0533;Área de Nascimento, 91;SP;Santos;1;Notebook;3500;4;14038.12;38.12;Yago Rocha;2025-09-21;2025-10-08
2296;624.795.810-20;Asafe Correia;+55 (021) 8975 8638;Alameda de da Luz, 5;MG;Belo Horizonte;5;Teclado;150;10;1511.53;11.53;Carlos Eduardo Gomes;2025-09-03;2025-09-27
2297;130.892.465-89;Otto Borges;+55 (021) 4808 8057;Trecho de Moreira, 95;CE;Rio de Janeiro;5;Teclado;150;2;343.14;43.14;Sra. Ana Júlia Cavalcante;2025-09-16;2025-10-14
2298;871.694.530-10;Dr. João Rodrigues;+55 81 5890-5730;Trevo de Duarte;CE;Rio de Janeiro;10;Webcam;300;5;1545.8;45.8;Miguel Barbosa;2025-10-14;2025-10-28
2299;782.695.310-30;Hadassa Aragão;11 1281 6379;Fazenda Felipe Marques, 43;CE;Caucaia;4;Mouse;80;4;330.57;10.57;Maria Gonçalves;2025-10-01;2025-10-09
2300;957.086.413-39;Srta. Júlia Costela;+55 71 6292 3562;Jardim Correia;MG;Belo Horizonte;4;Mouse;80;5;447.48;47.48;Léo Machado;2025-09-04;2025-10-21
2301;057.241.938-41;Mateus Montenegro;+55 (061) 8972-8702;Passarela Ana Luiza Sales, 23;RJ;Petrópolis;10;Webcam;300;4;1247.29;47.29;Ana Julia Melo;2025-09-22;2025-10-16
2302;079.854.361-20;Lorena da Luz;+55 31 5934-5716;Condomínio de Fonseca, 43;CE;Rio de Janeiro;8;HD Externo;400;3;1208.52;8.52;Allana Jesus;2025-10-09;2025-10-11
2303;132.906.457-70;Sara Castro;(011) 8473-0816;Estrada Fernandes, 4;CE;Juazeiro do Norte;10;Webcam;300;10;3048.72;48.72;Dra. Júlia Cardoso;2025-09-01;2025-09-10
2304;950.216.473-34;Marina Moura;84 3921-1436;Morro de Moura, 43;RJ;Fortaleza;8;HD Externo;400;5;2035.52;35.52;Dra. Julia Gomes;2025-09-21;2025-10-30
2305;768.419.502-67;Sra. Giovanna Melo;+55 (021) 3877 4643;Loteamento de Almeida, 682;SP;Santos;10;Webcam;300;4;1200.0;36.29;Milena Alves;2025-09-15;2025-10-29
2306;594.176.238-00;Jade Cavalcanti;+55 41 0943 8054;Trecho Vinícius Souza, 498;CE;Rio de Janeiro;6;Monitor;900;5;4533.79;33.79;Dante Moreira;2025-10-13;2025-10-21
2307;089.653.247-00;Heloísa Ribeiro;0900 856 7600;Jardim de Cirino, 90;MG;Juiz de Fora;4;Mouse;80;1;127.64;47.64;Noah Sá;2025-10-26;2025-10-28
2308;843.519.026-98;Noah da Conceição;+55 61 7167-8047;Sítio de Araújo, 54;SP;Santos;10;Webcam;300;7;2122.78;22.78;Sr. Enzo Gabriel Freitas;2025-09-29;2025-11-01
2309;914.706.382-31;Emanuella Brito;21 9310-5876;Passarela de Peixoto, 26;MG;Belo Horizonte;9;Pen Drive;60;10;628.15;28.15;Lara Barros;2025-09-21;2025-10-22
2310;149.538.670-84;Luan Guerra;81 3262 4630;Viela Marina Nogueira, 45;SP;Santos;3;Fone de Ouvido;250;6;1533.05;33.05;Dr. Yuri Gomes;2025-09-23;2025-10-11
2311;360.187.429-69;Lorenzo Novais;(011) 1547-9984;Colônia de Nogueira, 71;CE;Caucaia;1;Notebook;3500;4;14022.12;22.12;Gabrielly Sales;2025-09-08;2025-10-19
2312;280.415.379-79;Dr. Anthony Cavalcante;+55 (081) 3980-4732;Conjunto da Mata, 67;MG;Juiz de Fora;6;Monitor;900;7;6333.74;33.74;Beatriz Caldeira;2025-09-24;2025-10-07
2313;671.420.985-11;Nina Campos;51 3159 3809;Distrito Maria Fernanda Moraes, 21;SP;Campinas;1;Notebook;3500;9;31542.55;42.55;Ana Luiza Nunes;2025-09-08;2025-09-20
2314;490.613.728-87;Dr. João Miguel Porto;+55 11 5408-5842;Lagoa Pimenta, 34;SP;Santos;4;Mouse;80;6;522.0;42.0;Sabrina Gomes;2025-10-23;2025-10-30
2315;675.143.820-62;Luigi Ramos;+55 11 9241-3373;Passarela Ribeiro, 90;RJ;Petrópolis;5;Teclado;150;10;1516.52;16.52;Kaique das Neves;2025-09-15;2025-10-12
2316;029.481.376-40;Bianca Oliveira;+55 81 1578 6448;Travessa Lopes, 3;SP;São Paulo;8;HD Externo;400;5;2036.16;36.16;Levi Casa Grande;2025-10-08;2025-10-21
2317;091.483.762-13;Sr. Benício Pires;+55 81 2562 4437;Vale Cassiano, 7;CE;Caucaia;1;Notebook;3500;7;24536.23;36.23;Marcela da Luz;2025-09-20;2025-10-08
2318;670.138.542-71;Marcelo Silva;21 7538 8257;Vila Noah Marques, 2;SP;Campinas;3;Fone de Ouvido;250;4;1043.23;43.23;Ana Sophia Rocha;2025-10-09;2025-11-01
2319;561.903.827-03;Sr. Luiz Miguel Novaes;0900 186 2393;Ladeira de Araújo, 671;MG;Uberlândia;3;Fone de Ouvido;250;10;2544.61;44.61;Anna Liz Ferreira;2025-10-19;2025-11-02
2320;210.769.345-52;Lavínia Aparecida;(021) 5685-9003;Setor Leão, 5;CE;Caucaia;6;Monitor;900;6;5408.64;8.64;Gabrielly Pastor;2025-09-03;2025-09-11
2321;742.138.659-91;Isaac Camargo;+55 84 7012-6056;Esplanada de Pinto, 76;CE;Rio de Janeiro;7;Impressora;700;1;723.38;23.38;Elisa da Conceição;2025-09-21;2025-09-23
2322;134.902.865-70;Diogo Santos;0900 862 8118;Condomínio Pastor;CE;Caucaia;3;Fone de Ouvido;250;7;1764.6;14.6;Stephany Nogueira;2025-09-18;2025-10-04
2323;135.498.762-46;Valentina Moreira;51 2459 1987;Favela Cunha, 317;MG;Uberlândia;5;Teclado;150;2;330.59;30.59;Davi Lucca Novaes;2025-09-29;2025-10-21
2324;327.860.159-95;Marcelo Dias;(011) 4054 7553;Condomínio Nathan Leão, 107;RJ;Fortaleza;10;Webcam;300;4;1248.03;48.03;Kaique Pacheco;2025-10-05;2025-10-08
2325;107.683.429-96;Maria Alice Sousa;+55 (084) 6004-5457;Conjunto Maysa Freitas, 47;RJ;Fortaleza;9;Pen Drive;60;3;192.72;12.72;Giovanna Cavalcante;2025-10-22;2025-11-01
2326;953.712.486-09;Srta. Elisa Castro;41 9514 3692;Trecho Brito;SP;Santos;8;HD Externo;400;10;4021.95;21.95;Luiz Felipe Silva;2025-10-16;2025-10-22
2327;402.938.761-69;Pedro Henrique Ribeiro;+55 71 0137-4896;Sítio José Pedro Lima, 77;CE;Juazeiro do Norte;10;Webcam;300;1;333.32;33.32;Carolina da Luz;2025-09-22;2025-09-22
2328;931.402.678-78;Luan Andrade;(061) 1594 9060;Pátio Lorenzo Martins, 7;RJ;Petrópolis;6;Monitor;900;1;921.52;21.52;Antony Ribeiro;2025-09-20;2025-09-22
2329;917.604.258-85;Calebe Martins;(081) 4089-8847;Núcleo Otávio Barbosa, 6;MG;Juiz de Fora;8;HD Externo;400;6;2412.48;12.48;Sra. Luna Souza;2025-09-02;2025-09-20
2330;382.461.950-42;Rafael da Cunha;+55 51 8868 2875;Trecho Rocha, 387;MG;Belo Horizonte;2;Smartphone;1800;1;1840.19;40.19;Evelyn Aragão;2025-10-09;2025-10-17
2331;576.890.312-77;Gael Henrique Abreu;+55 (051) 9322 0646;Pátio Rezende, 37;MG;Belo Horizonte;9;Pen Drive;60;5;342.41;42.41;Sarah da Costa;2025-09-23;2025-09-26
2332;410.896.372-50;Pedro Henrique das Neves;0300-280-3151;Esplanada Souza, 95;RJ;Niterói;2;Smartphone;1800;7;12607.31;7.31;Pedro Miguel Martins;2025-09-09;2025-10-31
2333;257.413.860-08;Henry Almeida;(061) 3252 6001;Setor Porto, 3;MG;Uberlândia;4;Mouse;80;3;255.15;15.15;Antony Mendes;2025-09-11;2025-10-08
2334;801.576.934-57;Fernanda Souza;84 5210 1074;Avenida Silveira, 10;RJ;Petrópolis;10;Webcam;300;6;1808.93;8.93;Anna Liz Azevedo;2025-10-04;2025-10-25
2335;150.427.683-35;Sr. Kevin Caldeira;+55 (041) 2501-1287;Avenida Raquel Cirino, 17;SP;São Paulo;5;Teclado;150;4;637.69;37.69;Benjamin Pastor;2025-09-27;2025-10-17
2336;714.983.026-96;João Guilherme Freitas;+55 61 4146 8817;Campo Bryan Nunes, 48;SP;São Paulo;3;Fone de Ouvido;250;7;1791.74;41.74;Vitor Hugo Silveira;2025-09-13;2025-10-30
2337;127.893.546-00;Ana Laura Fogaça;+55 (061) 3347-5091;Estrada de Fogaça, 73;SP;Campinas;3;Fone de Ouvido;250;7;1775.27;25.27;Arthur Gabriel Pires;2025-10-24;2025-10-30
2338;851.042.973-14;Ravy Almeida;(031) 7576-6271;Parque de Caldeira;RJ;Niterói;2;Smartphone;1800;9;16249.71;49.71;João Miguel Cavalcanti;2025-10-14;2025-10-14
2339;073.562.148-90;Cecília Montenegro;+55 (084) 5978 0078;Praça Pereira, 1;RJ;Niterói;5;Teclado;150;3;494.25;44.25;Luiza da Cruz;2025-09-14;2025-10-07
2340;507.248.613-35;João da Mota;81 9266 2639;Trecho Sampaio, 913;RJ;Niterói;3;Fone de Ouvido;250;6;1546.45;46.45;Gabriel da Mota;2025-10-22;2025-11-01
2341;415.289.736-82;Mirella Borges;+55 (071) 5899-6160;Favela Caldeira;MG;Belo Horizonte;4;Mouse;80;4;94.21;14.21;Joaquim Viana;2025-10-08;2025-10-20
2342;719.543.820-14;Benjamin Vasconcelos;(041) 7258-4009;Pátio Cirino, 50;RJ;Petrópolis;7;Impressora;700;9;6322.3;22.3;Maria Isis Rios;2025-09-22;2025-10-06
2343;069.812.437-50;Stephany Vargas;0300-737-8407;Jardim Camargo, 502;SP;Campinas;2;Smartphone;1800;6;10813.12;13.12;Noah Rocha;2025-10-14;2025-10-16
2344;723.946.108-40;Sr. Gael Teixeira;+55 (081) 1925 1864;Jardim Moura, 15;CE;Juazeiro do Norte;9;Pen Drive;60;4;276.97;36.97;Gustavo Barros;2025-09-13;2025-10-05
2345;497.023.568-65;Beatriz Duarte;+55 (041) 0748 8382;Distrito de Araújo, 3;CE;Juazeiro do Norte;5;Teclado;150;6;175.02;25.02;Diego Silva;2025-10-26;2025-11-02
2346;526.710.389-68;Olivia Oliveira;21 7571 8697;Alameda Benjamim Lopes, 773;RJ;Niterói;1;Notebook;3500;5;17527.47;27.47;Dr. José Pedro Pastor;2025-10-10;2025-10-30
2347;315.067.489-10;Ian Farias;(051) 1909-3661;Núcleo Natália Montenegro, 9;CE;Juazeiro do Norte;10;Webcam;300;4;1235.95;35.95;Isabella Martins;2025-10-18;2025-11-02
2348;617.082.439-50;Manuella Nogueira;+55 71 9391-7826;Sítio Costa, 54;RJ;Fortaleza;7;Impressora;700;4;2813.35;13.35;João Guilherme Araújo;2025-09-09;2025-10-07
2349;591.043.867-01;Dr. Marcos Vinicius Siqueira;+55 51 5790 3818;Estrada de Castro, 1;MG;Uberlândia;2;Smartphone;1800;4;7223.78;23.78;Gabrielly Novaes;2025-10-12;2025-10-20
2350;437.065.189-10;Natália Ramos;+55 84 2497 6193;Residencial de Melo, 20;MG;Uberlândia;8;HD Externo;400;4;1640.92;40.92;Cauã Almeida;2025-10-11;2025-10-23
2351;624.810.759-94;Yago Carvalho;51 5227 1068;Praça Luiza Fogaça, 95;SP;Santos;9;Pen Drive;60;10;637.62;37.62;Arthur Gabriel da Paz;2025-09-09;2025-10-18
2352;910.832.576-68;Luiz Miguel Leão;11 1212-4987;Lagoa de Barbosa, 85;SP;Santos;8;HD Externo;400;8;3207.02;7.02;Dra. Catarina Campos;2025-10-09;2025-11-01
2353;193.476.820-04;Theodoro Castro;0500 767 2207;Via Barbosa, 15;MG;Juiz de Fora;1;Notebook;3500;8;28018.58;18.58;Heloísa Correia;2025-09-23;2025-10-14
2354;948.713.562-64;Lara da Rocha;(084) 3245-7195;Ladeira Luara Nogueira, 37;MG;Belo Horizonte;6;Monitor;900;4;3639.71;39.71;Maria Liz Aparecida;2025-09-14;2025-10-29
2355;281.360.547-62;Laura da Mata;(041) 2839 6324;Aeroporto das Neves, 69;RJ;Petrópolis;8;HD Externo;400;4;1616.45;16.45;Dr. Ravy Camargo;2025-09-08;2025-09-10
2356;316.407.589-84;Diego da Cruz;0900-977-6753;Travessa de Nunes, 239;MG;Juiz de Fora;2;Smartphone;1800;9;16206.45;6.45;Pietra Sampaio;2025-10-26;2025-10-30
2357;054.972.138-04;Danilo Azevedo;51 8034 6700;Praça Pereira, 58;CE;Juazeiro do Norte;9;Pen Drive;60;3;225.43;45.43;Isabella Moraes;2025-09-03;2025-10-19
2358;637.908.154-20;Davi Lucas Carvalho;61 1634 0546;Rodovia de Duarte, 801;CE;Juazeiro do Norte;3;Fone de Ouvido;250;8;2032.91;32.91;Sr. Leonardo Araújo;2025-10-10;2025-10-10
2359;758.024.139-05;Bruna da Paz;+55 31 2770 1533;Trevo João Gabriel Ribeiro, 339;RJ;Fortaleza;6;Monitor;900;7;6326.37;26.37;Camila Cassiano;2025-10-17;2025-10-25
2360;197.250.486-01;Diego Gomes;+55 (041) 8432-3760;Favela de Dias, 37;RJ;Fortaleza;10;Webcam;300;6;1839.27;39.27;Lara da Mota;2025-10-22;2025-10-25
2361;728.139.504-32;Isabelly Câmara;(041) 3260 3222;Loteamento Fernanda Brito, 95;CE;Rio de Janeiro;3;Fone de Ouvido;250;8;262.63;12.63;Leandro Rodrigues;2025-09-15;2025-10-29
2362;730.469.528-56;Diego da Mota;+55 61 2963 5975;Rodovia Sampaio, 132;RJ;Fortaleza;3;Fone de Ouvido;250;9;2284.85;34.85;Hellena Pastor;2025-09-27;2025-10-06
2363;809.641.532-89;Yasmin Freitas;+55 21 4554 9444;Distrito Maria Fernanda Câmara, 72;SP;São Paulo;7;Impressora;700;1;713.77;13.77;Esther Castro;2025-10-15;2025-10-18
2364;483.172.956-64;Hellena Monteiro;71 5139-3116;Condomínio Casa Grande, 64;CE;Caucaia;6;Monitor;900;5;4523.02;23.02;Maria Flor Macedo;2025-10-22;2025-11-01
2365;057.936.284-10;Ágatha Câmara;+55 31 3356-2550;Loteamento Teixeira;MG;Belo Horizonte;1;Notebook;3500;4;14044.51;44.51;Lorena Camargo;2025-10-13;2025-10-14
2366;341.079.526-06;Davi Lucas Cardoso;+55 (051) 1738 2260;Setor Isabel Pires, 466;MG;Uberlândia;1;Notebook;3500;5;17512.57;12.57;Rodrigo Almeida;2025-10-05;2025-11-02
2367;486.719.352-64;Beatriz Oliveira;+55 (041) 9959-1102;Lagoa de Pacheco, 48;RJ;Niterói;1;Notebook;3500;5;17525.43;25.43;Sr. Joaquim Casa Grande;2025-10-24;2025-10-27
2368;264.873.190-31;Bruno da Cruz;+55 (021) 6533 2396;Campo de Brito, 566;MG;Uberlândia;9;Pen Drive;60;8;525.87;45.87;Brenda Barbosa;2025-09-18;2025-11-02
2369;648.327.109-31;Dr. Dom Lopes;0800 008 0047;Estação Castro;MG;Uberlândia;8;HD Externo;400;10;4047.89;47.89;Ana Cecília Souza;2025-08-30;2025-10-03
2370;843.901.276-40;Dante Almeida;21 3888 9312;Aeroporto de das Neves, 92;MG;Belo Horizonte;1;Notebook;3500;9;31521.55;21.55;Isaac Sousa;2025-09-23;2025-10-10
2371;;;+55 41 0151 0609;Lagoa de Nunes, 50;MG;Belo Horizonte;5;Teclado;150;6;933.34;33.34;Daniela Sampaio;2025-08-31;2025-09-28
2372;768.510.439-39;Sr. Breno Peixoto;+55 84 2236-5327;Recanto Luiz Henrique Ramos;RJ;Niterói;10;Webcam;300;4;1207.5;7.5;Manuella Albuquerque;2025-09-27;2025-10-10
2373;238.617.905-21;José Pedro Moraes;+55 21 1749-3601;Praça Silva, 476;RJ;Petrópolis;6;Monitor;900;5;4509.83;9.83;Srta. Raquel Costa;2025-09-26;2025-10-01
2374;579.426.130-70;Bárbara Macedo;+55 (051) 1389 8810;Largo de Macedo, 382;RJ;Petrópolis;5;Teclado;150;10;1527.57;27.57;Giovanna da Conceição;2025-10-08;2025-10-30
2375;586.172.940-94;João Vitor Teixeira;+55 81 2641 0144;Estrada Abreu, 76;RJ;Petrópolis;9;Pen Drive;60;3;188.01;8.01;Dr. Rael Leão;2025-08-30;2025-10-18
2376;125.038.976-30;Arthur Nogueira;(041) 3988 9390;Colônia de Lopes, 764;MG;Belo Horizonte;8;HD Externo;400;1;426.53;26.53;Stella Albuquerque;2025-10-14;2025-10-17
2377;687.254.903-38;Mariana Ribeiro;(011) 1247-6859;Praça Ana Julia Viana, 39;RJ;Fortaleza;6;Monitor;900;10;9047.54;47.54;Maria Eduarda Peixoto;2025-10-08;2025-10-24
2378;028.367.541-17;Dra. Emilly Farias;(021) 5763 4478;Avenida Caldeira, 77;MG;Uberlândia;2;Smartphone;1800;7;12640.19;40.19;Isadora Fonseca;2025-10-23;2025-11-01
2379;813.792.506-68;Maria Clara da Conceição;(051) 2170 5726;Quadra Ísis Correia, 1;CE;Rio de Janeiro;10;Webcam;300;2;608.91;8.91;Benicio Correia;2025-09-01;2025-09-13
2380;078.495.632-47;Sr. Fernando da Cruz;21 8409-9555;Esplanada Maria Vitória Campos;MG;Juiz de Fora;9;Pen Drive;60;9;549.52;9.52;Camila Aragão;2025-09-21;2025-09-24
2381;854.297.016-02;Maria Helena da Mata;(021) 2906-5165;Passarela Dias;CE;Caucaia;5;Teclado;150;5;759.69;9.69;Renan Costa;2025-09-27;2025-10-07
2382;149.275.386-64;Apollo Abreu;0300 854 5069;Vereda Maria Laura Guerra, 93;MG;Belo Horizonte;5;Teclado;150;3;488.73;38.73;Bruna Cirino;2025-09-10;2025-09-27
2383;438.706.152-90;Maria Sophia Araújo;+55 81 0707 3736;Área de da Costa, 7;SP;São Paulo;9;Pen Drive;60;10;648.62;48.62;Melina Lopes;2025-08-30;2025-10-15
2384;046.539.812-05;Isabela Sousa;+55 (084) 9949 3449;Campo de Rezende, 61;CE;Caucaia;1;Notebook;3500;7;24535.61;35.61;Ana Clara Cirino;2025-10-15;2025-10-23
2385;826.517.943-09;Liz Vasconcelos;+55 51 9450 8906;Fazenda Leão, 14;SP;Santos;5;Teclado;150;7;1056.6;6.6;Aurora Santos;2025-10-13;2025-10-31
2386;163.095.478-01;Lorenzo Vieira;+55 (051) 8043-3264;Núcleo Nina Brito, 54;CE;Caucaia;8;HD Externo;400;9;3620.54;20.54;Aylla Vieira;2025-09-18;2025-09-25
2387;861.240.973-03;Antony Pires;(084) 9491-7906;Setor de Brito;RJ;Niterói;7;Impressora;700;4;2809.71;9.71;Luiz Felipe Macedo;2025-10-19;2025-10-24
2388;289.174.306-78;Ana Júlia Jesus;(084) 5965-0002;Viela Nunes, 89;RJ;Niterói;7;Impressora;700;1;713.43;13.43;Sra. Liz Vieira;2025-10-07;2025-10-07
2389;486.507.312-44;Diego das Neves;(021) 6256-9512;Campo Lavínia Vieira, 18;MG;Uberlândia;2;Smartphone;1800;8;14410.49;10.49;Mateus Caldeira;2025-10-15;2025-10-30
2390;428.697.315-82;Raquel Moreira;(084) 1368 1948;Ladeira de da Mata;MG;Belo Horizonte;7;Impressora;700;2;1423.32;23.32;Sra. Isabel Fernandes;2025-10-09;2025-11-02
2391;027.614.953-06;Davi Caldeira;+55 84 1290 5888;Trecho Costa, 72;RJ;Petrópolis;8;HD Externo;400;9;3612.12;12.12;Giovanna Borges;2025-10-14;2025-11-02
2392;496.038.725-47;Maitê Cardoso;+55 51 9385 2229;Campo das Neves, 23;CE;Caucaia;7;Impressora;700;6;4205.72;5.72;Luiz Miguel das Neves;2025-09-27;2025-10-29
2393;;;+55 (051) 5395 4328;Via Eduardo Cardoso, 993;MG;Uberlândia;4;Mouse;80;4;332.28;12.28;Stephany Moraes;2025-09-14;2025-09-17
2394;741.283.590-41;Helena Abreu;+55 (011) 9201 8870;Vereda Yasmin Costa, 39;SP;Campinas;4;Mouse;80;10;849.26;49.26;Benjamin Barros;2025-09-05;2025-09-15
2395;801.634.975-75;Valentim Caldeira;0500 750 7721;Vale de Almeida, 66;MG;Juiz de Fora;9;Pen Drive;60;1;78.99;18.99;Ana Laura Ribeiro;2025-09-18;2025-10-04
2396;534.061.827-71;Noah Azevedo;(051) 2775-3995;Viela Borges, 21;MG;Uberlândia;8;HD Externo;400;1;448.66;48.66;Maria Luísa Pastor;2025-09-29;2025-10-29
2397;215.486.709-01;João Guilherme Pereira;+55 (011) 2946-8976;Pátio Jesus, 2;MG;Belo Horizonte;8;HD Externo;400;4;1646.92;46.92;Maria Fernanda Martins;2025-09-01;2025-09-04
2398;029.631.584-24;Luna Fogaça;(071) 1955-7290;Campo Raul Nogueira, 25;CE;Caucaia;1;Notebook;3500;10;35006.26;6.26;Maria Isis Monteiro;2025-10-26;2025-11-02
2399;372.691.850-77;Esther Ferreira;0800-312-1510;Trevo de Pereira;MG;Uberlândia;2;Smartphone;1800;6;10849.49;49.49;Erick Pinto;2025-10-19;2025-10-26
2400;486.017.932-31;Sr. Rafael Martins;+55 21 0912 0459;Recanto de Pereira, 79;CE;Juazeiro do Norte;7;Impressora;700;10;7035.73;35.73;Vicente Ribeiro;2025-09-16;2025-09-27
2401;461.935.702-25;Gabriel Macedo;+55 31 6375-7081;Vila Nascimento, 8;SP;Santos;7;Impressora;700;3;2148.31;48.31;Ágatha Câmara;2025-09-11;2025-10-03
